sector,country,year,GH emissions
Energy Industries,Denmark,2013,19372.28
Energy Industries,Denmark,2014,15839.27
Energy Industries,Denmark,2015,13116.57
Energy Industries,Denmark,2016,14301.37
Energy Industries,Denmark,2017,11826.49
Energy Industries,Denmark,2018,11758.86
Energy Industries,Denmark,2019,8990.3
Energy Industries,Denmark,2020,7633.42
Energy Industries,Denmark,2021,8608.54
Energy Industries,Estonia,1990,28284.55
Energy Industries,Estonia,1991,25915.15
Energy Industries,Estonia,1992,19714.87
Energy Industries,Estonia,1993,15176.46
Energy Industries,Estonia,1994,15770.61
Energy Industries,Estonia,1995,13798.33
Energy Industries,Estonia,1996,14465.65
Energy Industries,Estonia,1997,14311.66
Energy Industries,Estonia,1998,12615.62
Energy Industries,Estonia,1999,12214.27
Energy Industries,Estonia,2000,11708.3
Energy Industries,Estonia,2001,11400.51
Energy Industries,Estonia,2002,11292.47
Energy Industries,Estonia,2003,13022.16
Energy Industries,Estonia,2004,12906.06
Energy Industries,Estonia,2005,12611.52
Energy Industries,Estonia,2006,11881.37
Energy Industries,Estonia,2007,14825.49
Energy Industries,Estonia,2008,12889.59
Energy Industries,Estonia,2009,10660.4
Energy Industries,Estonia,2010,15012.3
Energy Industries,Estonia,2011,14678.86
Energy Industries,Estonia,2012,13212.77
Energy Industries,Estonia,2013,15038.16
Energy Industries,Estonia,2014,14489.43
Energy Industries,Estonia,2015,11841.18
Energy Industries,Estonia,2016,13441.98
Energy Industries,Estonia,2017,14459.53
Energy Industries,Estonia,2018,13589.85
Energy Industries,Estonia,2019,8150.71
Energy Industries,Estonia,2020,5751.49
Energy Industries,Estonia,2021,6994.68
Energy Industries,Finland,1990,18957.54
Energy Industries,Finland,1991,18775.22
Energy Industries,Finland,1992,18593.75
Energy Industries,Finland,1993,21337.64
Energy Industries,Finland,1994,26325.11
Energy Industries,Finland,1995,24012.87
Energy Industries,Finland,1996,29760.3
Energy Industries,Finland,1997,27375.93
Energy Industries,Finland,1998,24127.78
Energy Industries,Finland,1999,23581.43
Energy Industries,Finland,2000,22121.65
Energy Industries,Finland,2001,27551.29
Energy Industries,Finland,2002,30365.34
Energy Industries,Finland,2003,37439.16
Energy Industries,Finland,2004,33376.22
Energy Industries,Finland,2005,22125.91
Energy Industries,Finland,2006,32984.54
Energy Industries,Finland,2007,31002.53
Energy Industries,Finland,2008,24485.55
Energy Industries,Finland,2009,25571.87
Energy Industries,Finland,2010,30919.3
Energy Industries,Finland,2011,24911.53
Energy Industries,Finland,2012,20823.52
Energy Industries,Finland,2013,22142.12
Energy Industries,Finland,2014,20925.85
Energy Industries,Finland,2015,17755.34
Energy Industries,Finland,2016,19134.03
Energy Industries,Finland,2017,17490.11
Energy Industries,Finland,2018,18649.65
Energy Industries,Finland,2019,16222.71
Energy Industries,Finland,2020,13082.15
Energy Industries,Finland,2021,13389.6
Energy Industries,France,1990,66537.12
Energy Industries,France,1991,68020.11
Energy Industries,France,1992,69127.83
Energy Industries,France,1993,56920.11
Energy Industries,France,1994,53417.77
Energy Industries,France,1995,56167.62
Energy Industries,France,1996,60876.65
Energy Industries,France,1997,57318.7
Energy Industries,France,1998,69904.84
Energy Industries,France,1999,63423.56
Energy Industries,France,2000,63096.58
Energy Industries,France,2001,56624.78
Energy Industries,France,2002,59959.58
Energy Industries,France,2003,63411.49
Energy Industries,France,2004,62298.56
Energy Industries,France,2005,67713.65
Energy Industries,France,2006,63584.06
Energy Industries,France,2007,63198.05
Energy Industries,France,2008,61993.53
Energy Industries,France,2009,60198.35
Energy Industries,France,2010,60763.07
Energy Industries,France,2011,55386.51
Energy Industries,France,2012,57656.49
Energy Industries,France,2013,56027.62
Energy Industries,France,2014,42773.17
Energy Industries,France,2015,45655.1
Energy Industries,France,2016,49278.41
Energy Industries,France,2017,53229.94
Energy Industries,France,2018,43874.39
Energy Industries,France,2019,42558.84
Energy Industries,France,2020,38302.96
Energy Industries,France,2021,40126.33
Energy Industries,Germany,1990,430973.02
Energy Industries,Germany,1991,417127.07
Energy Industries,Germany,1992,395424.31
Energy Industries,Germany,1993,384326.22
Energy Industries,Germany,1994,381831.99
Energy Industries,Germany,1995,370053.65
Energy Industries,Germany,1996,376909.99
Energy Industries,Germany,1997,355834.81
Energy Industries,Germany,1998,358719.84
Energy Industries,Germany,1999,346626.28
Energy Industries,Germany,2000,359650.45
Energy Industries,Germany,2001,372231.56
Energy Industries,Germany,2002,373658.05
Energy Industries,Germany,2003,387802.38
Energy Industries,Germany,2004,385605.88
Energy Industries,Germany,2005,380725.59
Energy Industries,Germany,2006,382971.82
Energy Industries,Germany,2007,389705.94
Energy Industries,Germany,2008,369020.81
Energy Industries,Germany,2009,343920.7
Energy Industries,Germany,2010,355787.03
Energy Industries,Germany,2011,353403.73
Energy Industries,Germany,2012,363682.83
Energy Industries,Germany,2013,370146.88
Energy Industries,Germany,2014,350529.37
Energy Industries,Germany,2015,338562.25
Energy Industries,Germany,2016,334775.0
Energy Industries,Germany,2017,313347.2
Energy Industries,Germany,2018,301397.17
Energy Industries,Germany,2019,251797.5
Energy Industries,Germany,2020,213169.21
Energy Industries,Germany,2021,240460.61
Energy Industries,Greece,1990,43238.41
Energy Industries,Greece,1991,42073.02
Energy Industries,Greece,1992,44361.13
Energy Industries,Greece,1993,44259.98
Energy Industries,Greece,1994,46243.67
Energy Industries,Greece,1995,45007.27
Energy Industries,Greece,1996,44184.3
Energy Industries,Greece,1997,47631.51
Energy Industries,Greece,1998,50160.55
Energy Industries,Greece,1999,50458.85
Energy Industries,Greece,2000,54914.92
Energy Industries,Greece,2001,55432.95
Energy Industries,Greece,2002,54854.0
Energy Industries,Greece,2003,56100.49
Energy Industries,Greece,2004,57421.0
Energy Industries,Greece,2005,58243.08
Energy Industries,Greece,2006,56069.91
Energy Industries,Greece,2007,59554.34
Energy Industries,Greece,2008,58197.91
Energy Industries,Greece,2009,54651.02
Energy Industries,Greece,2010,52195.83
Energy Industries,Greece,2011,54000.14
Energy Industries,Greece,2012,54671.88
Energy Industries,Greece,2013,49353.42
Energy Industries,Greece,2014,45924.1
Energy Industries,Greece,2015,40899.89
Energy Industries,Greece,2016,37011.84
Energy Industries,Greece,2017,39930.27
Energy Industries,Greece,2018,38256.69
Energy Industries,Greece,2019,31970.67
Energy Industries,Greece,2020,24482.18
Energy Industries,Greece,2021,25473.02
Energy Industries,Hungary,1990,20865.33
Energy Industries,Hungary,1991,21731.69
Energy Industries,Hungary,1992,22495.36
Energy Industries,Hungary,1993,23056.98
Energy Industries,Hungary,1994,22251.78
Energy Industries,Hungary,1995,22720.16
Energy Industries,Hungary,1996,23081.67
Energy Industries,Hungary,1997,25078.9
Energy Industries,Hungary,1998,26699.03
Energy Industries,Hungary,1999,26426.08
Energy Industries,Hungary,2000,23805.78
Energy Industries,Hungary,2001,24116.12
Energy Industries,Hungary,2002,22473.38
Energy Industries,Hungary,2003,23723.85
Energy Industries,Hungary,2004,21804.86
Energy Industries,Hungary,2005,19943.09
Energy Industries,Hungary,2006,20265.09
Energy Industries,Hungary,2007,21489.99
Energy Industries,Hungary,2008,20488.38
Energy Industries,Hungary,2009,17323.75
Energy Industries,Hungary,2010,18004.7
Energy Industries,Hungary,2011,17284.68
Energy Industries,Hungary,2012,16755.81
Energy Industries,Hungary,2013,14074.04
Energy Industries,Hungary,2014,13416.44
Energy Industries,Hungary,2015,13777.4
Energy Industries,Hungary,2016,13532.64
Energy Industries,Hungary,2017,13846.19
Energy Industries,Hungary,2018,13093.01
Energy Industries,Hungary,2019,12581.29
Energy Industries,Hungary,2020,12335.19
Energy Industries,Hungary,2021,11497.35
Energy Industries,Iceland,1990,13.5
Energy Industries,Iceland,1991,15.1
Energy Industries,Iceland,1992,14.1
Energy Industries,Iceland,1993,14.54
Energy Industries,Iceland,1994,14.4
Energy Industries,Iceland,1995,15.24
Energy Industries,Iceland,1996,12.28
Energy Industries,Iceland,1997,7.15
Energy Industries,Iceland,1998,9.19
Energy Industries,Iceland,1999,6.83
Energy Industries,Iceland,2000,6.53
Energy Industries,Iceland,2001,6.12
Energy Industries,Iceland,2002,7.0
Energy Industries,Iceland,2003,5.14
Energy Industries,Iceland,2004,3.3
Energy Industries,Iceland,2005,3.4
Energy Industries,Iceland,2006,9.29
Energy Industries,Iceland,2007,25.27
Energy Industries,Iceland,2008,10.4
Energy Industries,Iceland,2009,7.94
Energy Industries,Iceland,2010,8.55
Energy Industries,Iceland,2011,6.57
Energy Industries,Iceland,2012,7.85
Energy Industries,Iceland,2013,4.41
Energy Industries,Iceland,2014,5.12
Energy Industries,Iceland,2015,4.19
Energy Industries,Iceland,2016,2.37
Energy Industries,Iceland,2017,2.32
Energy Industries,Iceland,2018,2.36
Energy Industries,Iceland,2019,4.97
Energy Industries,Iceland,2020,1.79
Energy Industries,Iceland,2021,2.57
Energy Industries,Ireland,1990,11216.0
Energy Industries,Ireland,1991,11676.91
Energy Industries,Ireland,1992,12338.1
Energy Industries,Ireland,1993,12354.4
Energy Industries,Ireland,1994,12691.72
Energy Industries,Ireland,1995,13376.33
Energy Industries,Ireland,1996,14096.08
Energy Industries,Ireland,1997,14753.52
Energy Industries,Ireland,1998,15134.32
Energy Industries,Ireland,1999,15792.72
Energy Industries,Ireland,2000,16109.09
Energy Industries,Ireland,2001,17326.33
Energy Industries,Ireland,2002,16410.69
Energy Industries,Ireland,2003,15715.35
Energy Industries,Ireland,2004,15326.06
Energy Industries,Ireland,2005,15818.51
Energy Industries,Ireland,2006,15065.63
Energy Industries,Ireland,2007,14571.34
Energy Industries,Ireland,2008,14691.41
Energy Industries,Ireland,2009,13103.03
Energy Industries,Ireland,2010,13363.77
Energy Industries,Ireland,2011,11967.96
Energy Industries,Ireland,2012,12810.54
Energy Industries,Ireland,2013,11449.19
Energy Industries,Ireland,2014,11244.34
Energy Industries,Ireland,2015,11853.54
Energy Industries,Ireland,2016,12575.04
Energy Industries,Ireland,2017,11801.86
Energy Industries,Ireland,2018,10540.63
Energy Industries,Ireland,2019,9335.53
Energy Industries,Ireland,2020,8635.01
Energy Industries,Ireland,2021,10170.2
Energy Industries,Israel,1990,
Energy Industries,Israel,1991,
Energy Industries,Israel,1992,
Energy Industries,Israel,1993,
Energy Industries,Israel,1994,
Energy Industries,Israel,1995,
Energy Industries,Israel,1996,28590.5
Energy Industries,Israel,1997,
Energy Industries,Israel,1998,
Energy Industries,Israel,1999,
Energy Industries,Israel,2000,36571.32
Energy Industries,Israel,2001,
Energy Industries,Israel,2002,
Energy Industries,Israel,2003,38689.91
Energy Industries,Israel,2004,39045.88
Energy Industries,Israel,2005,39157.13
Energy Industries,Israel,2006,39776.78
Energy Industries,Israel,2007,41950.15
Energy Industries,Israel,2008,41627.61
Energy Industries,Israel,2009,39442.44
Energy Industries,Israel,2010,40640.42
Energy Industries,Israel,2011,42246.94
Energy Industries,Israel,2012,47480.84
Energy Industries,Israel,2013,41465.76
Energy Industries,Israel,2014,39029.96
Energy Industries,Israel,2015,40312.31
Energy Industries,Israel,2016,38889.82
Energy Industries,Israel,2017,37998.53
Energy Industries,Israel,2018,37272.59
Energy Industries,Israel,2019,38357.83
Energy Industries,Israel,2020,37417.45
Energy Industries,Israel,2021,
Energy Industries,Italy,1990,137620.14
Energy Industries,Italy,1991,131981.14
Energy Industries,Italy,1992,131190.71
Energy Industries,Italy,1993,125341.92
Energy Industries,Italy,1994,127784.65
Energy Industries,Italy,1995,140603.23
Energy Industries,Italy,1996,135258.0
Energy Industries,Italy,1997,137630.61
Energy Industries,Italy,1998,138882.21
Energy Industries,Italy,1999,133460.93
Energy Industries,Italy,2000,144873.56
Energy Industries,Italy,2001,143396.7
Energy Industries,Italy,2002,154420.64
Energy Industries,Italy,2003,159524.21
Energy Industries,Italy,2004,161375.89
Energy Industries,Italy,2005,159889.74
Energy Industries,Italy,2006,162147.17
Energy Industries,Italy,2007,159116.31
Energy Industries,Italy,2008,156039.48
Energy Industries,Italy,2009,134060.77
Energy Industries,Italy,2010,137466.63
Energy Industries,Italy,2011,133361.16
Energy Industries,Italy,2012,128307.11
Energy Industries,Italy,2013,109130.9
Energy Industries,Italy,2014,100492.43
Energy Industries,Italy,2015,106052.41
Energy Industries,Italy,2016,104679.35
Energy Industries,Italy,2017,104808.26
Energy Industries,Italy,2018,95827.13
Energy Industries,Italy,2019,91692.91
Energy Industries,Italy,2020,81633.56
Energy Industries,Italy,2021,86427.96
Energy Industries,Japan,1990,369878.56
Energy Industries,Japan,1991,370781.62
Energy Industries,Japan,1992,375647.22
Energy Industries,Japan,1993,358393.92
Energy Industries,Japan,1994,392857.52
Energy Industries,Japan,1995,380658.17
Energy Industries,Japan,1996,383259.66
Energy Industries,Japan,1997,379229.59
Energy Industries,Japan,1998,366735.71
Energy Industries,Japan,1999,388807.54
Energy Industries,Japan,2000,397370.75
Energy Industries,Japan,2001,388558.98
Energy Industries,Japan,2002,415479.5
Energy Industries,Japan,2003,434631.21
Energy Industries,Japan,2004,432349.68
Energy Industries,Japan,2005,452029.81
Energy Industries,Japan,2006,443073.2
Energy Industries,Japan,2007,493370.51
Energy Industries,Japan,2008,474125.27
Energy Industries,Japan,2009,443767.63
Energy Industries,Japan,2010,476188.28
Energy Industries,Japan,2011,537346.94
Energy Industries,Japan,2012,584071.41
Energy Industries,Japan,2013,586071.65
Energy Industries,Japan,2014,555923.72
Energy Industries,Japan,2015,529955.95
Energy Industries,Japan,2016,524104.61
Energy Industries,Japan,2017,510542.75
Energy Industries,Japan,2018,472802.9
Energy Industries,Japan,2019,449887.73
Energy Industries,Japan,2020,438246.89
Energy Industries,Japan,2021,446619.95
Energy Industries,Korea,1990,48351.2
Energy Industries,Korea,1991,54790.07
Energy Industries,Korea,1992,62374.9
Energy Industries,Korea,1993,68765.12
Energy Industries,Korea,1994,83606.21
Energy Industries,Korea,1995,91684.69
Energy Industries,Korea,1996,108977.79
Energy Industries,Korea,1997,122325.2
Energy Industries,Korea,1998,106295.16
Energy Industries,Korea,1999,116150.21
Energy Industries,Korea,2000,136124.2
Energy Industries,Korea,2001,147477.03
Energy Industries,Korea,2002,155764.27
Energy Industries,Korea,2003,159992.51
Energy Industries,Korea,2004,172849.3
Energy Industries,Korea,2005,179003.73
Energy Industries,Korea,2006,185847.13
Energy Industries,Korea,2007,197249.62
Energy Industries,Korea,2008,210717.55
Energy Industries,Korea,2009,229408.95
Energy Industries,Korea,2010,254797.3
Energy Industries,Korea,2011,262387.62
Energy Industries,Korea,2012,266405.64
Energy Industries,Korea,2013,272977.06
Energy Industries,Korea,2014,258467.4
Energy Industries,Korea,2015,260499.41
Energy Industries,Korea,2016,262104.3
Energy Industries,Korea,2017,269764.27
Energy Industries,Korea,2018,286398.74
Energy Industries,Korea,2019,266224.58
Energy Industries,Korea,2020,237037.55
Energy Industries,Korea,2021,
Energy Industries,Latvia,1990,6317.03
Energy Industries,Latvia,1991,5803.74
Energy Industries,Latvia,1992,4937.04
Energy Industries,Latvia,1993,4031.68
Energy Industries,Latvia,1994,3755.94
Energy Industries,Latvia,1995,3427.61
Energy Industries,Latvia,1996,3554.28
Energy Industries,Latvia,1997,3315.56
Energy Industries,Latvia,1998,3378.74
Energy Industries,Latvia,1999,2953.58
Energy Industries,Latvia,2000,2501.72
Energy Industries,Latvia,2001,2447.13
Energy Industries,Latvia,2002,2343.08
Energy Industries,Latvia,2003,2272.79
Energy Industries,Latvia,2004,2080.84
Energy Industries,Latvia,2005,2068.99
Energy Industries,Latvia,2006,2096.55
Energy Industries,Latvia,2007,1966.42
Energy Industries,Latvia,2008,1938.45
Energy Industries,Latvia,2009,1888.54
Energy Industries,Latvia,2010,2273.66
Energy Industries,Latvia,2011,2093.61
Energy Industries,Latvia,2012,1878.05
Energy Industries,Latvia,2013,1949.47
Energy Industries,Latvia,2014,1693.99
Energy Industries,Latvia,2015,1772.42
Energy Industries,Latvia,2016,1854.38
Energy Industries,Latvia,2017,1547.69
Energy Industries,Latvia,2018,1931.87
Energy Industries,Latvia,2019,1823.7
Energy Industries,Latvia,2020,1367.32
Energy Industries,Latvia,2021,1436.64
Energy Industries,Lithuania,1990,13551.53
Energy Industries,Lithuania,1991,14624.13
Energy Industries,Lithuania,1992,8604.27
Energy Industries,Lithuania,1993,7283.4
Energy Industries,Lithuania,1994,7234.68
Energy Industries,Lithuania,1995,6373.4
Energy Industries,Lithuania,1996,7055.2
Energy Industries,Lithuania,1997,6497.62
Energy Industries,Lithuania,1998,7307.32
Energy Industries,Lithuania,1999,5915.46
Energy Industries,Lithuania,2000,5055.61
Energy Industries,Lithuania,2001,5532.29
Energy Industries,Lithuania,2002,5349.99
Energy Industries,Lithuania,2003,5223.4
Energy Industries,Lithuania,2004,5398.91
Energy Industries,Lithuania,2005,5655.35
Energy Industries,Lithuania,2006,5202.42
Energy Industries,Lithuania,2007,4736.44
Energy Industries,Lithuania,2008,4803.98
