sector,country,year,GH emissions
Energy Industries,Denmark,2001,27 719.78
Energy Industries,Denmark,2002,27 895.46
Energy Industries,Denmark,2003,32 635.10
Energy Industries,Denmark,2004,26 722.08
Energy Industries,Denmark,2005,23 472.77
Energy Industries,Denmark,2006,31 384.71
Energy Industries,Denmark,2007,26 682.21
Energy Industries,Denmark,2008,24 591.74
Energy Industries,Denmark,2009,24 483.80
Energy Industries,Denmark,2010,24 508.90
Energy Industries,Denmark,2011,20 489.30
Energy Industries,Denmark,2012,17 174.44
Energy Industries,Denmark,2013,19 372.28
Energy Industries,Denmark,2014,15 839.27
Energy Industries,Denmark,2015,13 116.57
Energy Industries,Denmark,2016,14 301.37
Energy Industries,Denmark,2017,11 826.49
Energy Industries,Denmark,2018,11 758.86
Energy Industries,Denmark,2019,8 990.30
Energy Industries,Denmark,2020,7 633.42
Energy Industries,Denmark,2021,8 608.54
Energy Industries,Estonia,1990,28 284.55
Energy Industries,Estonia,1991,25 915.15
Energy Industries,Estonia,1992,19 714.87
Energy Industries,Estonia,1993,15 176.46
Energy Industries,Estonia,1994,15 770.61
Energy Industries,Estonia,1995,13 798.33
Energy Industries,Estonia,1996,14 465.65
Energy Industries,Estonia,1997,14 311.66
Energy Industries,Estonia,1998,12 615.62
Energy Industries,Estonia,1999,12 214.27
Energy Industries,Estonia,2000,11 708.30
Energy Industries,Estonia,2001,11 400.51
Energy Industries,Estonia,2002,11 292.47
Energy Industries,Estonia,2003,13 022.16
Energy Industries,Estonia,2004,12 906.06
Energy Industries,Estonia,2005,12 611.52
Energy Industries,Estonia,2006,11 881.37
Energy Industries,Estonia,2007,14 825.49
Energy Industries,Estonia,2008,12 889.59
Energy Industries,Estonia,2009,10 660.40
Energy Industries,Estonia,2010,15 012.30
Energy Industries,Estonia,2011,14 678.86
Energy Industries,Estonia,2012,13 212.77
Energy Industries,Estonia,2013,15 038.16
Energy Industries,Estonia,2014,14 489.43
Energy Industries,Estonia,2015,11 841.18
Energy Industries,Estonia,2016,13 441.98
Energy Industries,Estonia,2017,14 459.53
Energy Industries,Estonia,2018,13 589.85
Energy Industries,Estonia,2019,8 150.71
Energy Industries,Estonia,2020,5 751.49
Energy Industries,Estonia,2021,6 994.68
Energy Industries,Finland,1990,18 957.54
Energy Industries,Finland,1991,18 775.22
Energy Industries,Finland,1992,18 593.75
Energy Industries,Finland,1993,21 337.64
Energy Industries,Finland,1994,26 325.11
Energy Industries,Finland,1995,24 012.87
Energy Industries,Finland,1996,29 760.30
Energy Industries,Finland,1997,27 375.93
Energy Industries,Finland,1998,24 127.78
Energy Industries,Finland,1999,23 581.43
Energy Industries,Finland,2000,22 121.65
Energy Industries,Finland,2001,27 551.29
Energy Industries,Finland,2002,30 365.34
Energy Industries,Finland,2003,37 439.16
Energy Industries,Finland,2004,33 376.22
Energy Industries,Finland,2005,22 125.91
Energy Industries,Finland,2006,32 984.54
Energy Industries,Finland,2007,31 002.53
Energy Industries,Finland,2008,24 485.55
Energy Industries,Finland,2009,25 571.87
Energy Industries,Finland,2010,30 919.30
Energy Industries,Finland,2011,24 911.53
Energy Industries,Finland,2012,20 823.52
Energy Industries,Finland,2013,22 142.12
Energy Industries,Finland,2014,20 925.85
Energy Industries,Finland,2015,17 755.34
Energy Industries,Finland,2016,19 134.03
Energy Industries,Finland,2017,17 490.11
Energy Industries,Finland,2018,18 649.65
Energy Industries,Finland,2019,16 222.71
Energy Industries,Finland,2020,13 082.15
Energy Industries,Finland,2021,13 389.60
Energy Industries,France,1990,66 537.12
Energy Industries,France,1991,68 020.11
Energy Industries,France,1992,69 127.83
Energy Industries,France,1993,56 920.11
Energy Industries,France,1994,53 417.77
Energy Industries,France,1995,56 167.62
Energy Industries,France,1996,60 876.65
Energy Industries,France,1997,57 318.70
Energy Industries,France,1998,69 904.84
Energy Industries,France,1999,63 423.56
Energy Industries,France,2000,63 096.58
Energy Industries,France,2001,56 624.78
Energy Industries,France,2002,59 959.58
Energy Industries,France,2003,63 411.49
Energy Industries,France,2004,62 298.56
Energy Industries,France,2005,67 713.65
Energy Industries,France,2006,63 584.06
Energy Industries,France,2007,63 198.05
Energy Industries,France,2008,61 993.53
Energy Industries,France,2009,60 198.35
Energy Industries,France,2010,60 763.07
Energy Industries,France,2011,55 386.51
Energy Industries,France,2012,57 656.49
Energy Industries,France,2013,56 027.62
Energy Industries,France,2014,42 773.17
Energy Industries,France,2015,45 655.10
Energy Industries,France,2016,49 278.41
Energy Industries,France,2017,53 229.94
Energy Industries,France,2018,43 874.39
Energy Industries,France,2019,42 558.84
Energy Industries,France,2020,38 302.96
Energy Industries,France,2021,40 126.33
Energy Industries,Germany,1990,430 973.02
Energy Industries,Germany,1991,417 127.07
Energy Industries,Germany,1992,395 424.31
Energy Industries,Germany,1993,384 326.22
Energy Industries,Germany,1994,381 831.99
Energy Industries,Germany,1995,370 053.65
Energy Industries,Germany,1996,376 909.99
Energy Industries,Germany,1997,355 834.81
Energy Industries,Germany,1998,358 719.84
Energy Industries,Germany,1999,346 626.28
Energy Industries,Germany,2000,359 650.45
Energy Industries,Germany,2001,372 231.56
Energy Industries,Germany,2002,373 658.05
Energy Industries,Germany,2003,387 802.38
Energy Industries,Germany,2004,385 605.88
Energy Industries,Germany,2005,380 725.59
Energy Industries,Germany,2006,382 971.82
Energy Industries,Germany,2007,389 705.94
Energy Industries,Germany,2008,369 020.81
Energy Industries,Germany,2009,343 920.70
Energy Industries,Germany,2010,355 787.03
Energy Industries,Germany,2011,353 403.73
Energy Industries,Germany,2012,363 682.83
Energy Industries,Germany,2013,370 146.88
Energy Industries,Germany,2014,350 529.37
Energy Industries,Germany,2015,338 562.25
Energy Industries,Germany,2016,334 775.00
Energy Industries,Germany,2017,313 347.20
Energy Industries,Germany,2018,301 397.17
Energy Industries,Germany,2019,251 797.50
Energy Industries,Germany,2020,213 169.21
Energy Industries,Germany,2021,240 460.61
Energy Industries,Greece,1990,43 238.41
Energy Industries,Greece,1991,42 073.02
Energy Industries,Greece,1992,44 361.13
Energy Industries,Greece,1993,44 259.98
Energy Industries,Greece,1994,46 243.67
Energy Industries,Greece,1995,45 007.27
Energy Industries,Greece,1996,44 184.30
Energy Industries,Greece,1997,47 631.51
Energy Industries,Greece,1998,50 160.55
Energy Industries,Greece,1999,50 458.85
Energy Industries,Greece,2000,54 914.92
Energy Industries,Greece,2001,55 432.95
Energy Industries,Greece,2002,54 854.00
Energy Industries,Greece,2003,56 100.49
Energy Industries,Greece,2004,57 421.00
Energy Industries,Greece,2005,58 243.08
Energy Industries,Greece,2006,56 069.91
Energy Industries,Greece,2007,59 554.34
Energy Industries,Greece,2008,58 197.91
Energy Industries,Greece,2009,54 651.02
Energy Industries,Greece,2010,52 195.83
Energy Industries,Greece,2011,54 000.14
Energy Industries,Greece,2012,54 671.88
Energy Industries,Greece,2013,49 353.42
Energy Industries,Greece,2014,45 924.10
Energy Industries,Greece,2015,40 899.89
Energy Industries,Greece,2016,37 011.84
Energy Industries,Greece,2017,39 930.27
Energy Industries,Greece,2018,38 256.69
Energy Industries,Greece,2019,31 970.67
Energy Industries,Greece,2020,24 482.18
Energy Industries,Greece,2021,25 473.02
Energy Industries,Hungary,1990,20 865.33
Energy Industries,Hungary,1991,21 731.69
Energy Industries,Hungary,1992,22 495.36
Energy Industries,Hungary,1993,23 056.98
Energy Industries,Hungary,1994,22 251.78
Energy Industries,Hungary,1995,22 720.16
Energy Industries,Hungary,1996,23 081.67
Energy Industries,Hungary,1997,25 078.90
Energy Industries,Hungary,1998,26 699.03
Energy Industries,Hungary,1999,26 426.08
Energy Industries,Hungary,2000,23 805.78
Energy Industries,Hungary,2001,24 116.12
Energy Industries,Hungary,2002,22 473.38
Energy Industries,Hungary,2003,23 723.85
Energy Industries,Hungary,2004,21 804.86
Energy Industries,Hungary,2005,19 943.09
Energy Industries,Hungary,2006,20 265.09
Energy Industries,Hungary,2007,21 489.99
Energy Industries,Hungary,2008,20 488.38
Energy Industries,Hungary,2009,17 323.75
Energy Industries,Hungary,2010,18 004.70
Energy Industries,Hungary,2011,17 284.68
Energy Industries,Hungary,2012,16 755.81
Energy Industries,Hungary,2013,14 074.04
Energy Industries,Hungary,2014,13 416.44
Energy Industries,Hungary,2015,13 777.40
Energy Industries,Hungary,2016,13 532.64
Energy Industries,Hungary,2017,13 846.19
Energy Industries,Hungary,2018,13 093.01
Energy Industries,Hungary,2019,12 581.29
Energy Industries,Hungary,2020,12 335.19
Energy Industries,Hungary,2021,11 497.35
Energy Industries,Iceland,1990,13.50
Energy Industries,Iceland,1991,15.10
Energy Industries,Iceland,1992,14.10
Energy Industries,Iceland,1993,14.54
Energy Industries,Iceland,1994,14.40
Energy Industries,Iceland,1995,15.24
Energy Industries,Iceland,1996,12.28
Energy Industries,Iceland,1997,7.15
Energy Industries,Iceland,1998,9.19
Energy Industries,Iceland,1999,6.83
Energy Industries,Iceland,2000,6.53
Energy Industries,Iceland,2001,6.12
Energy Industries,Iceland,2002,7.00
Energy Industries,Iceland,2003,5.14
Energy Industries,Iceland,2004,3.30
Energy Industries,Iceland,2005,3.40
Energy Industries,Iceland,2006,9.29
Energy Industries,Iceland,2007,25.27
Energy Industries,Iceland,2008,10.40
Energy Industries,Iceland,2009,7.94
Energy Industries,Iceland,2010,8.55
Energy Industries,Iceland,2011,6.57
Energy Industries,Iceland,2012,7.85
Energy Industries,Iceland,2013,4.41
Energy Industries,Iceland,2014,5.12
Energy Industries,Iceland,2015,4.19
Energy Industries,Iceland,2016,2.37
Energy Industries,Iceland,2017,2.32
Energy Industries,Iceland,2018,2.36
Energy Industries,Iceland,2019,4.97
Energy Industries,Iceland,2020,1.79
Energy Industries,Iceland,2021,2.57
Energy Industries,Ireland,1990,11 216.00
Energy Industries,Ireland,1991,11 676.91
Energy Industries,Ireland,1992,12 338.10
Energy Industries,Ireland,1993,12 354.40
Energy Industries,Ireland,1994,12 691.72
Energy Industries,Ireland,1995,13 376.33
Energy Industries,Ireland,1996,14 096.08
Energy Industries,Ireland,1997,14 753.52
Energy Industries,Ireland,1998,15 134.32
Energy Industries,Ireland,1999,15 792.72
Energy Industries,Ireland,2000,16 109.09
Energy Industries,Ireland,2001,17 326.33
Energy Industries,Ireland,2002,16 410.69
Energy Industries,Ireland,2003,15 715.35
Energy Industries,Ireland,2004,15 326.06
Energy Industries,Ireland,2005,15 818.51
Energy Industries,Ireland,2006,15 065.63
Energy Industries,Ireland,2007,14 571.34
Energy Industries,Ireland,2008,14 691.41
Energy Industries,Ireland,2009,13 103.03
Energy Industries,Ireland,2010,13 363.77
Energy Industries,Ireland,2011,11 967.96
Energy Industries,Ireland,2012,12 810.54
Energy Industries,Ireland,2013,11 449.19
Energy Industries,Ireland,2014,11 244.34
Energy Industries,Ireland,2015,11 853.54
Energy Industries,Ireland,2016,12 575.04
Energy Industries,Ireland,2017,11 801.86
Energy Industries,Ireland,2018,10 540.63
Energy Industries,Ireland,2019,9 335.53
Energy Industries,Ireland,2020,8 635.01
Energy Industries,Ireland,2021,10 170.20
Energy Industries,Israel,1990,..
Energy Industries,Israel,1991,..
Energy Industries,Israel,1992,..
Energy Industries,Israel,1993,..
Energy Industries,Israel,1994,..
Energy Industries,Israel,1995,..
Energy Industries,Israel,1996,28 590.50
Energy Industries,Israel,1997,..
Energy Industries,Israel,1998,..
Energy Industries,Israel,1999,..
Energy Industries,Israel,2000,36 571.32
Energy Industries,Israel,2001,..
Energy Industries,Israel,2002,..
Energy Industries,Israel,2003,38 689.91
Energy Industries,Israel,2004,39 045.88
Energy Industries,Israel,2005,39 157.13
Energy Industries,Israel,2006,39 776.78
Energy Industries,Israel,2007,41 950.15
Energy Industries,Israel,2008,41 627.61
Energy Industries,Israel,2009,39 442.44
Energy Industries,Israel,2010,40 640.42
Energy Industries,Israel,2011,42 246.94
Energy Industries,Israel,2012,47 480.84
Energy Industries,Israel,2013,41 465.76
Energy Industries,Israel,2014,39 029.96
Energy Industries,Israel,2015,40 312.31
Energy Industries,Israel,2016,38 889.82
Energy Industries,Israel,2017,37 998.53
Energy Industries,Israel,2018,37 272.59
Energy Industries,Israel,2019,38 357.83
Energy Industries,Israel,2020,37 417.45
Energy Industries,Israel,2021,..
Energy Industries,Italy,1990,137 620.14
Energy Industries,Italy,1991,131 981.14
Energy Industries,Italy,1992,131 190.71
Energy Industries,Italy,1993,125 341.92
Energy Industries,Italy,1994,127 784.65
Energy Industries,Italy,1995,140 603.23
Energy Industries,Italy,1996,135 258.00
Energy Industries,Italy,1997,137 630.61
Energy Industries,Italy,1998,138 882.21
Energy Industries,Italy,1999,133 460.93
Energy Industries,Italy,2000,144 873.56
Energy Industries,Italy,2001,143 396.70
Energy Industries,Italy,2002,154 420.64
Energy Industries,Italy,2003,159 524.21
Energy Industries,Italy,2004,161 375.89
Energy Industries,Italy,2005,159 889.74
Energy Industries,Italy,2006,162 147.17
Energy Industries,Italy,2007,159 116.31
Energy Industries,Italy,2008,156 039.48
Energy Industries,Italy,2009,134 060.77
Energy Industries,Italy,2010,137 466.63
Energy Industries,Italy,2011,133 361.16
Energy Industries,Italy,2012,128 307.11
Energy Industries,Italy,2013,109 130.90
Energy Industries,Italy,2014,100 492.43
Energy Industries,Italy,2015,106 052.41
Energy Industries,Italy,2016,104 679.35
Energy Industries,Italy,2017,104 808.26
Energy Industries,Italy,2018,95 827.13
Energy Industries,Italy,2019,91 692.91
Energy Industries,Italy,2020,81 633.56
Energy Industries,Italy,2021,86 427.96
Energy Industries,Japan,1990,369 878.56
Energy Industries,Japan,1991,370 781.62
Energy Industries,Japan,1992,375 647.22
Energy Industries,Japan,1993,358 393.92
Energy Industries,Japan,1994,392 857.52
Energy Industries,Japan,1995,380 658.17
Energy Industries,Japan,1996,383 259.66
Energy Industries,Japan,1997,379 229.59
Energy Industries,Japan,1998,366 735.71
Energy Industries,Japan,1999,388 807.54
Energy Industries,Japan,2000,397 370.75
Energy Industries,Japan,2001,388 558.98
Energy Industries,Japan,2002,415 479.50
Energy Industries,Japan,2003,434 631.21
Energy Industries,Japan,2004,432 349.68
Energy Industries,Japan,2005,452 029.81
Energy Industries,Japan,2006,443 073.20
Energy Industries,Japan,2007,493 370.51
Energy Industries,Japan,2008,474 125.27
Energy Industries,Japan,2009,443 767.63
Energy Industries,Japan,2010,476 188.28
Energy Industries,Japan,2011,537 346.94
Energy Industries,Japan,2012,584 071.41
Energy Industries,Japan,2013,586 071.65
Energy Industries,Japan,2014,555 923.72
Energy Industries,Japan,2015,529 955.95
Energy Industries,Japan,2016,524 104.61
Energy Industries,Japan,2017,510 542.75
Energy Industries,Japan,2018,472 802.90
Energy Industries,Japan,2019,449 887.73
Energy Industries,Japan,2020,438 246.89
Energy Industries,Japan,2021,446 619.95
Energy Industries,Korea,1990,48 351.20
Energy Industries,Korea,1991,54 790.07
Energy Industries,Korea,1992,62 374.90
Energy Industries,Korea,1993,68 765.12
Energy Industries,Korea,1994,83 606.21
Energy Industries,Korea,1995,91 684.69
Energy Industries,Korea,1996,108 977.79
Energy Industries,Korea,1997,122 325.20
Energy Industries,Korea,1998,106 295.16
Energy Industries,Korea,1999,116 150.21
Energy Industries,Korea,2000,136 124.20
Energy Industries,Korea,2001,147 477.03
Energy Industries,Korea,2002,155 764.27
Energy Industries,Korea,2003,159 992.51
Energy Industries,Korea,2004,172 849.30
Energy Industries,Korea,2005,179 003.73
Energy Industries,Korea,2006,185 847.13
Energy Industries,Korea,2007,197 249.62
Energy Industries,Korea,2008,210 717.55
Energy Industries,Korea,2009,229 408.95
Energy Industries,Korea,2010,254 797.30
Energy Industries,Korea,2011,262 387.62
Energy Industries,Korea,2012,266 405.64
Energy Industries,Korea,2013,272 977.06
Energy Industries,Korea,2014,258 467.40
Energy Industries,Korea,2015,260 499.41
Energy Industries,Korea,2016,262 104.30
Energy Industries,Korea,2017,269 764.27
Energy Industries,Korea,2018,286 398.74
Energy Industries,Korea,2019,266 224.58
Energy Industries,Korea,2020,237 037.55
Energy Industries,Korea,2021,..
Energy Industries,Latvia,1990,6 317.03
Energy Industries,Latvia,1991,5 803.74
Energy Industries,Latvia,1992,4 937.04
Energy Industries,Latvia,1993,4 031.68
Energy Industries,Latvia,1994,3 755.94
Energy Industries,Latvia,1995,3 427.61
Energy Industries,Latvia,1996,3 554.28
Energy Industries,Latvia,1997,3 315.56
Energy Industries,Latvia,1998,3 378.74
Energy Industries,Latvia,1999,2 953.58
Energy Industries,Latvia,2000,2 501.72
Energy Industries,Latvia,2001,2 447.13
Energy Industries,Latvia,2002,2 343.08
Energy Industries,Latvia,2003,2 272.79
Energy Industries,Latvia,2004,2 080.84
Energy Industries,Latvia,2005,2 068.99
Energy Industries,Latvia,2006,2 096.55
Energy Industries,Latvia,2007,1 966.42
Energy Industries,Latvia,2008,1 938.45
Energy Industries,Latvia,2009,1 888.54
Energy Industries,Latvia,2010,2 273.66
